avg_return,success_rate,avg_length,loss,entropy
-170.78753662109375,0.0,87.40625,3.582660675048828,121.04710388183594
-177.28475952148438,0.0,95.09375,3.9243388175964355,131.36566162109375
-168.32803344726562,0.0,93.125,3.7208755016326904,128.30311584472656
-134.85211181640625,0.0,91.4375,3.803365468978882,125.73915100097656
-138.94058227539062,0.0,90.875,3.7682929039001465,124.46974182128906
-179.12918090820312,0.0,97.125,4.029514789581299,132.65365600585938
-151.5360565185547,0.0,91.28125,3.6965456008911133,124.59562683105469
-175.62327575683594,0.0,96.6875,3.9627742767333984,131.66856384277344
-141.7093505859375,0.0,97.75,4.028421401977539,132.92495727539062
-144.80023193359375,0.0,96.6875,3.930685520172119,130.9872283935547
-130.7048797607422,0.0,93.84375,3.7557549476623535,126.76481628417969
-144.66293334960938,0.0,105.4375,4.287747859954834,142.25665283203125
-126.02596282958984,0.0,111.3125,4.5318732261657715,150.25047302246094
-139.75750732421875,0.0,104.90625,4.173084735870361,140.833740234375
-148.00006103515625,0.0,103.9375,4.22392463684082,140.3150634765625
-150.13531494140625,0.0,104.59375,4.325588226318359,140.73033142089844
-151.62710571289062,0.0,107.53125,4.22400426864624,144.0897216796875
-143.537841796875,0.0,103.0625,4.149575233459473,138.39208984375
-142.35153198242188,0.0,102.9375,4.028334140777588,137.9381866455078
-123.79202270507812,0.0,99.375,4.007116794586182,134.10281372070312
-136.13812255859375,0.0,100.3125,3.980104446411133,134.78076171875
-136.86376953125,0.0,99.09375,3.8835418224334717,133.0926971435547
-115.64811706542969,0.0,97.75,3.8769116401672363,130.8274688720703
-90.29408264160156,0.0,97.0,3.9455301761627197,130.83251953125
-105.58152770996094,0.0,87.65625,3.4653263092041016,118.16107940673828
-120.30958557128906,0.0,91.46875,3.7771804332733154,122.46920776367188
-100.970947265625,0.0,87.53125,3.5933847427368164,118.20488739013672
-121.39671325683594,0.0,90.0625,3.6804678440093994,121.91503143310547
-113.51348876953125,0.0,86.40625,3.4565813541412354,116.57809448242188
-123.00238800048828,0.0,98.40625,4.0171799659729,132.20372009277344
-133.45249938964844,0.0,92.0,3.709143877029419,123.8553695678711
-93.85918426513672,0.0,87.15625,3.5612120628356934,117.97567749023438
-111.85957336425781,0.0,89.125,3.6704275608062744,120.13216400146484
-103.94798278808594,0.0,88.71875,3.57352876663208,119.56544494628906
-103.36204528808594,0.0,88.5625,3.5632879734039307,119.1849365234375
-115.13632202148438,0.0,86.71875,3.4935061931610107,116.75616455078125
-117.9671859741211,0.0,86.46875,3.5165905952453613,116.1576156616211
-113.24691772460938,0.0,86.53125,3.503385543823242,116.87248229980469
-104.26239013671875,0.0,86.28125,3.5473365783691406,116.06951904296875
-90.98815155029297,0.0,83.8125,3.363410472869873,113.2388916015625
-111.8292007446289,0.0,96.15625,3.986252784729004,129.6028289794922
-95.84961700439453,0.0,91.84375,3.6820075511932373,123.86344909667969
-91.7834701538086,0.0,82.25,3.214369297027588,111.12368774414062
-101.25187683105469,0.0,83.9375,3.3916735649108887,113.2626953125
-117.849609375,0.0,91.40625,3.6513938903808594,123.04174041748047
-98.58397674560547,0.0,82.75,3.3416335582733154,111.64219665527344
-102.26103973388672,0.0,89.34375,3.640167713165283,120.42301940917969
-93.45252990722656,0.0,86.5,3.607743978500366,116.62985229492188
-101.80271911621094,0.0,90.09375,3.652405261993408,121.48303985595703
-103.63444519042969,0.0,86.25,3.4048550128936768,115.59886169433594
-91.25257873535156,0.0,90.09375,3.753817319869995,121.07953643798828
-83.36286926269531,0.0,90.65625,3.59482479095459,121.55712890625
-101.41038513183594,0.0,89.34375,3.7525148391723633,119.71543884277344
-103.8533706665039,0.0,95.46875,3.9109396934509277,127.82572174072266
-102.83655548095703,0.0,91.0,3.5968594551086426,121.73377227783203
-118.37969970703125,0.0,93.5,3.7215497493743896,124.8046646118164
-104.86597442626953,0.0,94.4375,3.8971989154815674,126.67382049560547
-96.81533813476562,0.0,92.34375,3.745000123977661,124.070068359375
-93.8686752319336,0.0,93.71875,3.660982847213745,126.23526763916016
-77.48716735839844,0.0,93.28125,3.8150827884674072,125.63473510742188
-93.15721130371094,0.0,98.96875,4.088088512420654,133.40023803710938
-82.98541259765625,0.0,99.0625,4.119688034057617,133.31895446777344
-73.72187805175781,0.0,95.0,3.971414566040039,127.6975326538086
-95.53961181640625,0.0,99.75,4.104954242706299,133.51113891601562
-85.82420349121094,0.0,93.375,3.8141069412231445,125.59530639648438
-81.0383071899414,0.0,104.15625,4.687129497528076,139.90528869628906
-85.01806640625,0.0,95.90625,3.900820732116699,128.62344360351562
-96.467041015625,0.0,89.5,3.6778981685638428,120.27568817138672
-79.93244934082031,0.0,93.40625,3.856020212173462,125.52247619628906
-84.76280975341797,0.0,96.25,3.921673536300659,129.30596923828125
-71.03741455078125,0.0,94.15625,3.8246281147003174,126.40303802490234
-77.36544799804688,0.0,92.375,3.7779195308685303,123.09666442871094
-86.04962921142578,0.0,93.09375,3.7471842765808105,124.07946014404297
-85.63043975830078,0.0,90.84375,3.6627445220947266,121.23929595947266
-69.99617004394531,0.0,99.1875,3.8481836318969727,132.6515655517578
-71.3397216796875,0.0,106.5,5.077401161193848,141.5718994140625
-87.42791748046875,0.0,92.78125,3.6482183933258057,122.15110778808594
-90.73298645019531,0.0,102.25,4.121898174285889,134.24876403808594
-78.07148742675781,0.0,101.09375,3.9796454906463623,131.92625427246094
-85.96839904785156,0.0,105.53125,4.189723491668701,137.37576293945312
-92.50643920898438,0.0,106.78125,4.17900276184082,138.29254150390625
-76.27159118652344,0.0,103.59375,3.967456817626953,133.95741271972656
-71.80197143554688,0.0,107.125,4.128700256347656,138.15187072753906
-64.63428497314453,0.0,108.625,4.268064022064209,140.0813751220703
-63.888404846191406,0.0,124.65625,5.274859428405762,162.38259887695312
-67.43411254882812,0.0,111.90625,4.387993335723877,145.10926818847656
-69.97403717041016,0.0,110.78125,4.405028343200684,144.05270385742188
-48.87302017211914,0.0,101.59375,3.952315330505371,131.7701873779297
-65.27200317382812,0.0,107.28125,4.329161167144775,140.00816345214844
-57.48878860473633,0.0,103.625,3.9800190925598145,134.00164794921875
-49.58102035522461,0.0,106.40625,4.216297149658203,138.1406707763672
-68.66778564453125,0.0,107.15625,4.172873497009277,138.5877227783203
-61.71711730957031,0.0,106.28125,4.092234134674072,137.9407196044922
-57.05438232421875,0.0,106.75,4.189467430114746,137.62582397460938
-57.49425506591797,0.0,111.4375,4.420956611633301,144.26373291015625
-57.35900115966797,0.0,113.03125,4.466492176055908,145.6779327392578
-53.923179626464844,0.0,116.5,4.5233588218688965,149.68075561523438
-51.169944763183594,0.0,111.125,4.319044589996338,142.04714965820312
-54.788490295410156,0.0,113.75,4.570101261138916,145.9300079345703
-52.904029846191406,0.0,115.125,4.386832237243652,146.3841552734375
-52.391143798828125,0.0,112.09375,4.290859222412109,141.55908203125
-55.097129821777344,0.0,139.8125,6.248313903808594,177.98304748535156
-37.821163177490234,0.0,111.3125,4.069782733917236,140.26950073242188
-46.62583923339844,0.0,120.90625,4.519654750823975,152.78866577148438
-54.54174041748047,0.0,116.5,4.452253818511963,146.26942443847656
-42.71305847167969,0.0,132.625,5.830544948577881,167.61520385742188
-44.008914947509766,0.0,113.9375,4.278392314910889,142.7134552001953
-47.954410552978516,0.0,110.3125,4.199265480041504,139.43402099609375
-53.19403839111328,0.0,116.28125,4.4609551429748535,148.12742614746094
-52.68920135498047,0.0,116.75,4.526543617248535,148.71620178222656
-41.6978759765625,0.0,116.96875,4.445326328277588,149.3284454345703
-44.620758056640625,0.0,114.46875,4.384005546569824,145.46649169921875
-45.748714447021484,0.0,111.8125,4.252517223358154,140.70941162109375
-39.144039154052734,0.0,111.375,4.2202606201171875,141.6676483154297
-56.876983642578125,0.0,120.8125,4.7117767333984375,153.4323272705078
-48.895572662353516,0.0,114.46875,4.545475959777832,146.03076171875
-49.073699951171875,0.0,113.15625,4.4155659675598145,144.5675506591797
-45.30095672607422,0.0,120.21875,4.719605922698975,154.56214904785156
-41.240203857421875,0.0,115.28125,4.543887138366699,146.51905822753906
-42.652183532714844,0.0,119.28125,4.645995140075684,151.07423400878906
-34.957237243652344,0.0,119.625,4.625394344329834,149.5704345703125
-28.155879974365234,0.0,126.34375,4.9483137130737305,158.84368896484375
-30.96438217163086,0.0,130.84375,5.357414722442627,161.26988220214844
-26.765411376953125,0.0,118.3125,4.399659633636475,145.28768920898438
-33.55101013183594,0.0,135.375,4.967805862426758,167.6971435546875
-17.102947235107422,0.0,128.5,4.600621700286865,158.3014678955078
-25.071170806884766,0.0,137.6875,5.246365547180176,169.05563354492188
-24.681543350219727,0.0,130.46875,4.604501247406006,159.31643676757812
-21.490062713623047,0.0,131.75,4.895353317260742,159.12818908691406
-17.191930770874023,0.0,144.96875,5.736340522766113,174.72390747070312
-16.200969696044922,0.0,143.75,5.50584602355957,173.9156494140625
-8.462714195251465,0.0,131.59375,4.6810832023620605,157.85470581054688
-4.810328483581543,0.0,143.5,5.334391117095947,170.37474060058594
-17.20953369140625,0.0,151.5625,5.807788848876953,181.39756774902344
-15.078527450561523,0.0,163.375,6.354020118713379,194.0575408935547
4.009132385253906,0.0,162.59375,6.716382026672363,192.6542205810547
-0.7870315313339233,0.0,144.53125,5.33939266204834,168.18280029296875
-10.664966583251953,0.0,185.625,9.150735855102539,217.5609588623047
-7.229321002960205,0.0,143.59375,4.947334289550781,165.8538055419922
4.718543529510498,0.0,176.375,7.004648685455322,205.44891357421875
-4.834621429443359,0.0,213.53125,8.432330131530762,249.42422485351562
2.456930637359619,0.0,198.9375,8.196170806884766,232.389892578125
8.839349746704102,0.0,185.53125,6.498885631561279,214.00303649902344
4.608994483947754,0.0,239.03125,11.95633316040039,279.27777099609375
10.611747741699219,0.0,217.1875,8.703330993652344,252.05210876464844
6.558731555938721,0.0,178.09375,6.59104585647583,204.14109802246094
-0.12840819358825684,0.0,182.125,8.324357032775879,212.43280029296875
6.594082832336426,0.0,151.65625,6.169215679168701,176.1748046875
-1.9332573413848877,0.0,125.71875,4.34981107711792,144.96255493164062
-0.4024313688278198,0.0,125.34375,4.469416618347168,145.4908447265625
-5.366752624511719,0.0,127.90625,4.49522066116333,149.48355102539062
-2.39831280708313,0.0,122.96875,5.549141883850098,144.8746337890625
0.4934675693511963,0.0,121.40625,4.846310615539551,143.8406219482422
-20.3572998046875,0.0,119.125,4.521073818206787,142.65394592285156
-11.929373741149902,0.0,115.25,4.135035037994385,136.2540740966797
-15.200916290283203,0.0,139.78125,6.030168056488037,169.98484802246094
-25.90845489501953,0.0,110.15625,3.9489781856536865,130.124267578125
-23.605134963989258,0.0,108.25,3.724461078643799,127.00706481933594
-27.203144073486328,0.0,112.5,3.935865879058838,130.80540466308594
-16.609094619750977,0.0,126.15625,5.128226280212402,149.821044921875
-32.754920959472656,0.0,112.625,3.897902488708496,130.5094757080078
-28.199886322021484,0.0,113.71875,3.742123603820801,130.41497802734375
-13.947808265686035,0.0,127.9375,4.971877574920654,147.88087463378906
-17.30494499206543,0.0,122.625,4.843089580535889,142.09713745117188
-17.914291381835938,0.0,114.71875,3.9372434616088867,132.1157989501953
-21.890419006347656,0.0,117.4375,4.031251430511475,135.25418090820312
-17.0736026763916,0.0,119.59375,4.200139045715332,136.64637756347656
-6.2005462646484375,0.0,123.0,4.477261543273926,141.23751831054688
-11.295605659484863,0.0,120.0,4.038990020751953,138.03236389160156
-2.6599526405334473,0.0,120.3125,4.558151721954346,137.28343200683594
-7.129371643066406,0.0,109.3125,3.5678470134735107,124.68512725830078
-8.99418830871582,0.0,132.6875,5.1416239738464355,153.5231170654297
-6.1683430671691895,0.0,113.03125,3.8510615825653076,126.19416046142578
-4.977928161621094,0.0,116.09375,3.8578314781188965,131.18121337890625
1.2024130821228027,0.0,136.96875,4.756280422210693,156.09136962890625
1.3193333148956299,0.0,127.875,5.701874256134033,146.83486938476562
-6.660209655761719,0.0,122.78125,4.157126426696777,139.97569274902344
1.8059172630310059,0.0,120.21875,4.074366569519043,135.59222412109375
0.8144999742507935,0.0,131.375,5.213002681732178,149.98513793945312
6.9203972816467285,0.0,151.8125,6.204751014709473,174.92031860351562
12.71621322631836,0.0,185.625,8.62602710723877,217.37338256835938
15.456193923950195,0.0,154.71875,6.523169994354248,175.9680938720703
-5.908831596374512,0.0,160.5,7.204804420471191,181.30364990234375
25.149818420410156,0.0,174.09375,7.299655437469482,197.41929626464844
12.637598037719727,0.0,191.40625,8.574955940246582,218.8364715576172
21.441234588623047,0.0,211.96875,10.521846771240234,247.6499481201172
17.547706604003906,0.0,190.71875,8.401069641113281,220.33746337890625
22.765975952148438,0.0,200.65625,9.785604476928711,234.54542541503906
26.696544647216797,0.0,198.9375,8.639427185058594,229.64370727539062
24.388824462890625,0.0,208.5625,9.13370418548584,242.34547424316406
21.254549026489258,0.0,185.375,7.818398952484131,215.82069396972656
3.3572332859039307,0.0,163.34375,6.1819539070129395,186.45535278320312
23.68743896484375,0.0,236.3125,12.003310203552246,279.7846374511719
22.391796112060547,0.0,211.84375,9.00223159790039,246.99261474609375
27.613649368286133,0.0,244.96875,11.030729293823242,287.91839599609375
27.287450790405273,0.0,208.8125,8.623392105102539,243.09378051757812
11.799261093139648,0.0,220.28125,9.230551719665527,256.229248046875
25.3565673828125,0.0,234.90625,10.856213569641113,277.13671875
-6.52025842666626,0.0,225.78125,10.832999229431152,262.7665710449219
16.886133193969727,0.0,242.1875,10.525090217590332,284.90869140625
14.570686340332031,0.0,193.6875,7.291115760803223,220.19715881347656
-6.8829474449157715,0.0,181.75,7.207974910736084,207.96243286132812
6.941229820251465,0.0,183.25,6.762932777404785,204.51980590820312
5.278203964233398,0.0,164.28125,6.6664018630981445,185.37002563476562
1.7195396423339844,0.0,153.03125,6.322934150695801,174.82806396484375
11.338726043701172,0.0,158.59375,6.1335577964782715,177.34036254882812
-7.080279350280762,0.0,125.875,4.414210319519043,143.90948486328125
2.7356066703796387,0.0,125.78125,5.102843761444092,144.9991912841797
-14.4550199508667,0.0,115.09375,4.028765678405762,131.4612579345703
-7.691993713378906,0.0,130.71875,5.409884452819824,150.17478942871094
-9.55754280090332,0.0,139.84375,5.559900283813477,162.16917419433594
-9.857284545898438,0.0,109.625,3.9200949668884277,128.05368041992188
-10.587218284606934,0.0,116.75,4.340186595916748,132.73402404785156
-18.15560531616211,0.0,108.75,3.8898072242736816,129.53274536132812
-19.4857234954834,0.0,108.1875,3.794121742248535,127.74922943115234
-27.49962615966797,0.0,101.625,3.7113149166107178,120.97404479980469
-17.48082733154297,0.0,115.53125,5.158647537231445,133.68597412109375
-26.171289443969727,0.0,102.28125,3.6099205017089844,122.20243835449219
-22.23953628540039,0.0,101.1875,3.601126194000244,119.39574432373047
-21.40167236328125,0.0,105.40625,3.868654727935791,126.69911193847656
-25.523653030395508,0.0,99.40625,3.601503849029541,117.45208740234375
-26.077547073364258,0.0,97.84375,3.517709255218506,115.9737319946289
-30.297870635986328,0.0,102.40625,3.6860873699188232,122.33016967773438
-20.11505889892578,0.0,106.6875,3.8174264430999756,126.72665405273438
-15.123326301574707,0.0,110.0,3.9925930500030518,130.20310974121094
-21.55738067626953,0.0,102.34375,3.7385993003845215,119.25791931152344
-17.312395095825195,0.0,111.15625,4.07867956161499,132.05990600585938
-8.972393035888672,0.0,111.71875,3.9559543132781982,131.85333251953125
